date,type,sales,drawdate,jackpot
2017-11-21,bc49," 37,629 ",2017-11-22,"$2,000,000"
2017-11-21,extra," 46,801 ",2017-11-22,"$500,000"
2017-11-21,lotto649," 251,188 ",2017-11-22,"$ 16,000,000 "
2017-11-22,bc49," 91,469 ",2017-11-22,"$2,000,000"
2017-11-22,extra," 103,028 ",2017-11-22,"$500,000"
2017-11-22,lotto649," 593,107 ",2017-11-22,"$ 16,000,000 "
2017-11-23,bc49," 30,952 ",2017-11-25,"$2,000,000"
2017-11-23,extra," 42,055 ",2017-11-25,"$500,000"
2017-11-23,lotto649," 182,288 ",2017-11-25,"$ 5,000,000 "
2017-11-24,bc49," 48,280 ",2017-11-25,"$2,000,000"
2017-11-24,extra," 61,201 ",2017-11-25,"$500,000"
2017-11-24,lotto649," 286,890 ",2017-11-25,"$ 5,000,000 "
2017-11-25,bc49," 86,740 ",2017-11-25,"$2,000,000"
2017-11-25,extra," 88,346 ",2017-11-25,"$500,000"
2017-11-25,lotto649," 467,119 ",2017-11-25,"$ 5,000,000 "
2017-11-26,bc49," 20,304 ",2017-11-29,"$2,000,000"
2017-11-26,extra," 25,328 ",2017-11-29,"$500,000"
2017-11-26,lotto649," 92,504 ",2017-11-29,"$ 5,000,000 "
2017-11-27,bc49," 27,504 ",2017-11-29,"$2,000,000"
2017-11-27,extra," 30,700 ",2017-11-29,"$500,000"
2017-11-27,lotto649," 126,714 ",2017-11-29,"$ 5,000,000 "
2017-11-28,bc49," 36,575 ",2017-11-29,"$2,000,000"
2017-11-28,extra," 36,613 ",2017-11-29,"$500,000"
2017-11-28,lotto649," 168,212 ",2017-11-29,"$ 5,000,000 "
2017-11-29,bc49," 77,998 ",2017-11-29,"$2,000,000"
2017-11-29,extra," 63,835 ",2017-11-29,"$500,000"
2017-11-29,lotto649," 314,532 ",2017-11-29,"$ 5,000,000 "
2017-11-30,bc49," 30,902 ",2017-12-02,"$2,000,000"
2017-11-30,extra," 35,716 ",2017-12-02,"$500,000"
2017-11-30,lotto649," 149,589 ",2017-12-02,"$ 5,000,000 "
2017-12-01,bc49," 44,678 ",2017-12-02,"$2,000,000"
2017-12-01,extra," 51,244 ",2017-12-02,"$500,000"
2017-12-01,lotto649," 225,618 ",2017-12-02,"$ 5,000,000 "
2017-12-02,bc49," 81,830 ",2017-12-02,"$2,000,000"
2017-12-02,extra," 68,080 ",2017-12-02,"$500,000"
2017-12-02,lotto649," 336,941 ",2017-12-02,"$ 5,000,000 "
2017-12-03,bc49," 23,204 ",2017-12-06,"$2,000,000"
2017-12-03,extra," 27,215 ",2017-12-06,"$500,000"
2017-12-03,lotto649," 113,937 ",2017-12-06,"$ 7,000,000 "
2017-12-04,bc49," 29,616 ",2017-12-06,"$2,000,000"
2017-12-04,extra," 31,967 ",2017-12-06,"$500,000"
2017-12-04,lotto649," 144,587 ",2017-12-06,"$ 7,000,000 "
2017-12-05,bc49," 36,301 ",2017-12-06,"$2,000,000"
2017-12-05,extra," 37,013 ",2017-12-06,"$500,000"
2017-12-05,lotto649," 176,648 ",2017-12-06,"$ 7,000,000 "
2017-12-06,bc49," 73,967 ",2017-12-06,"$2,000,000"
2017-12-06,extra," 64,302 ",2017-12-06,"$500,000"
2017-12-06,lotto649," 326,481 ",2017-12-06,"$ 7,000,000 "
2017-12-07,bc49," 29,010 ",2017-12-09,"$2,000,000"
2017-12-07,extra," 33,496 ",2017-12-09,"$500,000"
2017-12-07,lotto649," 143,712 ",2017-12-09,"$ 5,000,000 "
2017-12-08,bc49," 44,638 ",2017-12-09,"$2,000,000"
2017-12-08,extra," 51,153 ",2017-12-09,"$500,000"
2017-12-08,lotto649," 222,913 ",2017-12-09,"$ 5,000,000 "
2017-12-09,bc49," 79,270 ",2017-12-09,"$2,000,000"
2017-12-09,extra," 66,842 ",2017-12-09,"$500,000"
2017-12-09,lotto649," 328,672 ",2017-12-09,"$ 5,000,000 "
2017-12-10,bc49," 23,595 ",2017-12-13,"$2,000,000"
2017-12-10,extra," 27,097 ",2017-12-13,"$500,000"
2017-12-10,lotto649," 108,344 ",2017-12-13,"$ 7,000,000 "
2017-12-11,bc49," 28,717 ",2017-12-13,"$2,000,000"
2017-12-11,extra," 32,319 ",2017-12-13,"$500,000"
2017-12-11,lotto649," 144,315 ",2017-12-13,"$ 7,000,000 "
2017-12-12,bc49," 36,429 ",2017-12-13,"$2,000,000"
2017-12-12,extra," 38,606 ",2017-12-13,"$500,000"
2017-12-12,lotto649," 182,342 ",2017-12-13,"$ 7,000,000 "
2017-12-13,bc49," 73,298 ",2017-12-13,"$2,000,000"
2017-12-13,extra," 64,727 ",2017-12-13,"$500,000"
2017-12-13,lotto649," 323,197 ",2017-12-13,"$ 7,000,000 "
2017-12-14,bc49," 30,710 ",2017-12-16,"$2,000,000"
2017-12-14,extra," 37,958 ",2017-12-16,"$500,000"
2017-12-14,lotto649," 165,696 ",2017-12-16,"$ 9,000,000 "
2017-12-15,bc49," 46,409 ",2017-12-16,"$2,000,000"
2017-12-15,extra," 56,250 ",2017-12-16,"$500,000"
2017-12-15,lotto649," 256,031 ",2017-12-16,"$ 9,000,000 "
2017-12-16,bc49," 84,754 ",2017-12-16,"$2,000,000"
2017-12-16,extra," 73,530 ",2017-12-16,"$500,000"
2017-12-16,lotto649," 378,301 ",2017-12-16,"$ 9,000,000 "
2017-12-17,bc49," 21,587 ",2017-12-20,"$2,000,000"
2017-12-17,extra," 27,577 ",2017-12-20,"$500,000"
2017-12-17,lotto649," 116,978 ",2017-12-20,"$ 12,000,000 "
2017-12-18,bc49," 34,952 ",2017-12-20,"$2,000,000"
2017-12-18,extra," 41,351 ",2017-12-20,"$500,000"
2017-12-18,lotto649," 193,934 ",2017-12-20,"$ 12,000,000 "
2017-12-19,bc49," 34,554 ",2017-12-20,"$2,000,000"
2017-12-19,extra," 39,015 ",2017-12-20,"$500,000"
2017-12-19,lotto649," 191,698 ",2017-12-20,"$ 12,000,000 "
2017-12-20,bc49," 85,887 ",2017-12-20,"$2,000,000"
2017-12-20,extra," 83,465 ",2017-12-20,"$500,000"
2017-12-20,lotto649," 441,706 ",2017-12-20,"$ 12,000,000 "
2017-12-21,bc49," 45,613 ",2017-12-23,"$2,000,000"
2017-12-21,extra," 62,469 ",2017-12-23,"$500,000"
2017-12-21,lotto649," 301,183 ",2017-12-23,"$ 17,000,000 "
2017-12-22,bc49," 66,923 ",2017-12-23,"$2,000,000"
2017-12-22,extra," 90,356 ",2017-12-23,"$500,000"
2017-12-22,lotto649," 461,589 ",2017-12-23,"$ 17,000,000 "
2017-12-23,bc49," 100,330 ",2017-12-23,"$2,000,000"
2017-12-23,extra," 112,005 ",2017-12-23,"$500,000"
2017-12-23,lotto649," 622,858 ",2017-12-23,"$ 17,000,000 "
2017-12-24,bc49," 30,635 ",2017-12-27,"$2,000,000"
2017-12-24,extra," 39,627 ",2017-12-27,"$500,000"
2017-12-24,lotto649," 157,459 ",2017-12-27,"$ 5,000,000 "
2017-12-25,bc49," 6,404 ",2017-12-27,"$2,000,000"
2017-12-25,extra," 7,689 ",2017-12-27,"$500,000"
2017-12-25,lotto649," 32,108 ",2017-12-27,"$ 5,000,000 "
2017-12-26,bc49," 28,187 ",2017-12-27,"$2,000,000"
2017-12-26,extra," 28,568 ",2017-12-27,"$500,000"
2017-12-26,lotto649," 123,561 ",2017-12-27,"$ 5,000,000 "
2017-12-27,bc49," 79,350 ",2017-12-27,"$2,000,000"
2017-12-27,extra," 67,197 ",2017-12-27,"$500,000"
2017-12-27,lotto649," 323,235 ",2017-12-27,"$ 5,000,000 "
2017-12-28,bc49," 29,305 ",2017-12-30,"$2,000,000"
2017-12-28,extra," 32,202 ",2017-12-30,"$500,000"
2017-12-28,lotto649," 128,508 ",2017-12-30,"$ 5,000,000 "
2017-12-29,bc49," 45,607 ",2017-12-30,"$2,000,000"
2017-12-29,extra," 48,970 ",2017-12-30,"$500,000"
2017-12-29,lotto649," 208,703 ",2017-12-30,"$ 5,000,000 "
2017-12-30,bc49," 84,599 ",2017-12-30,"$2,000,000"
2017-12-30,extra," 71,642 ",2017-12-30,"$500,000"
2017-12-30,lotto649," 344,226 ",2017-12-30,"$ 5,000,000 "
2017-12-31,bc49," 26,878 ",2018-01-03,"$2,000,000"
2017-12-31,extra," 30,869 ",2018-01-03,"$500,000"
2017-12-31,lotto649," 123,766 ",2018-01-03,"$ 5,000,000 "
2018-01-01,bc49," 15,570 ",2018-01-03,"$2,000,000"
2018-01-01,extra," 17,195 ",2018-01-03,"$500,000"
2018-01-01,lotto649," 73,845 ",2018-01-03,"$ 5,000,000 "
2018-01-02,bc49," 41,443 ",2018-01-03,"$2,000,000"
2018-01-02,extra," 39,278 ",2018-01-03,"$500,000"
2018-01-02,lotto649," 184,415 ",2018-01-03,"$ 5,000,000 "
2018-01-03,bc49," 77,518 ",2018-01-03,"$2,000,000"
2018-01-03,extra," 64,787 ",2018-01-03,"$500,000"
2018-01-03,lotto649," 319,990 ",2018-01-03,"$ 5,000,000 "
2018-01-04,bc49," 28,179 ",2018-01-06,"$2,000,000"
2018-01-04,extra," 32,556 ",2018-01-06,"$500,000"
2018-01-04,lotto649," 133,044 ",2018-01-06,"$ 5,000,000 "
2018-01-05,bc49," 44,407 ",2018-01-06,"$2,000,000"
2018-01-05,extra," 47,688 ",2018-01-06,"$500,000"
2018-01-05,lotto649," 206,332 ",2018-01-06,"$ 5,000,000 "
2018-01-06,bc49," 81,994 ",2018-01-06,"$2,000,000"
2018-01-06,extra," 69,193 ",2018-01-06,"$500,000"
2018-01-06,lotto649," 333,356 ",2018-01-06,"$ 5,000,000 "
2018-01-07,bc49," 22,270 ",2018-01-10,"$2,000,000"
2018-01-07,extra," 24,694 ",2018-01-10,"$500,000"
2018-01-07,lotto649," 102,423 ",2018-01-10,"$ 7,000,000 "
2018-01-08,bc49," 29,805 ",2018-01-10,"$2,000,000"
2018-01-08,extra," 30,855 ",2018-01-10,"$500,000"
2018-01-08,lotto649," 140,966 ",2018-01-10,"$ 7,000,000 "
2018-01-09,bc49," 36,966 ",2018-01-10,"$2,000,000"
2018-01-09,extra," 35,781 ",2018-01-10,"$500,000"
2018-01-09,lotto649," 175,709 ",2018-01-10,"$ 7,000,000 "
2018-01-10,bc49," 74,649 ",2018-01-10,"$2,000,000"
2018-01-10,extra," 63,981 ",2018-01-10,"$500,000"
2018-01-10,lotto649," 324,548 ",2018-01-10,"$ 7,000,000 "
2018-01-11,bc49," 27,590 ",2018-01-13,"$2,000,000"
2018-01-11,extra," 31,836 ",2018-01-13,"$500,000"
2018-01-11,lotto649," 140,250 ",2018-01-13,"$ 9,000,000 "
2018-01-12,bc49," 45,314 ",2018-01-13,"$2,000,000"
2018-01-12,extra," 50,192 ",2018-01-13,"$500,000"
2018-01-12,lotto649," 230,510 ",2018-01-13,"$ 9,000,000 "
2018-01-13,bc49," 85,054 ",2018-01-13,"$2,000,000"
2018-01-13,extra," 75,376 ",2018-01-13,"$500,000"
2018-01-13,lotto649," 383,711 ",2018-01-13,"$ 9,000,000 "
2018-01-14,bc49," 24,607 ",2018-01-17,"$2,000,000"
2018-01-14,extra," 27,792 ",2018-01-17,"$500,000"
2018-01-14,lotto649," 121,206 ",2018-01-17,"$ 12,000,000 "
2018-01-15,bc49," 29,544 ",2018-01-17,"$2,000,000"
2018-01-15,extra," 32,617 ",2018-01-17,"$500,000"
2018-01-15,lotto649," 157,763 ",2018-01-17,"$ 12,000,000 "
2018-01-16,bc49," 36,318 ",2018-01-17,"$2,000,000"
2018-01-16,extra," 38,909 ",2018-01-17,"$500,000"
2018-01-16,lotto649," 193,510 ",2018-01-17,"$ 12,000,000 "
2018-01-17,bc49," 73,729 ",2018-01-17,"$2,000,000"
2018-01-17,extra," 67,394 ",2018-01-17,"$500,000"
2018-01-17,lotto649," 355,176 ",2018-01-17,"$ 12,000,000 "
2018-01-18,bc49," 32,344 ",2018-01-20,"$2,000,000"
2018-01-18,extra," 38,703 ",2018-01-20,"$500,000"
2018-01-18,lotto649," 179,181 ",2018-01-20,"$ 16,000,000 "
2018-01-19,bc49," 45,808 ",2018-01-20,"$2,000,000"
2018-01-19,extra," 54,305 ",2018-01-20,"$500,000"
2018-01-19,lotto649," 266,919 ",2018-01-20,"$ 16,000,000 "
2018-01-20,bc49," 86,873 ",2018-01-20,"$2,000,000"
2018-01-20,extra," 79,693 ",2018-01-20,"$500,000"
2018-01-20,lotto649," 430,689 ",2018-01-20,"$ 16,000,000 "
2018-01-21,bc49," 23,136 ",2018-01-24,"$2,000,000"
2018-01-21,extra," 28,936 ",2018-01-24,"$500,000"
2018-01-21,lotto649," 128,706 ",2018-01-24,"$ 20,000,000 "
2018-01-22,bc49," 32,329 ",2018-01-24,"$2,000,000"
2018-01-22,extra," 37,081 ",2018-01-24,"$500,000"
2018-01-22,lotto649," 188,342 ",2018-01-24,"$ 20,000,000 "
2018-01-23,bc49," 36,171 ",2018-01-24,"$2,000,000"
2018-01-23,extra," 41,437 ",2018-01-24,"$500,000"
2018-01-23,lotto649," 221,965 ",2018-01-24,"$ 20,000,000 "
2018-01-24,bc49," 85,020 ",2018-01-24,"$2,000,000"
2018-01-24,extra," 83,133 ",2018-01-24,"$500,000"
2018-01-24,lotto649," 475,270 ",2018-01-24,"$ 20,000,000 "
2018-01-25,bc49," 32,796 ",2018-01-27,"$2,000,000"
2018-01-25,extra," 41,082 ",2018-01-27,"$500,000"
2018-01-25,lotto649," 195,986 ",2018-01-27,"$ 23,000,000 "
2018-01-26,bc49," 53,973 ",2018-01-27,"$2,000,000"
2018-01-26,extra," 64,987 ",2018-01-27,"$500,000"
2018-01-26,lotto649," 340,083 ",2018-01-27,"$ 23,000,000 "
2018-01-27,bc49," 90,276 ",2018-01-27,"$2,000,000"
2018-01-27,extra," 89,070 ",2018-01-27,"$500,000"
2018-01-27,lotto649," 499,623 ",2018-01-27,"$ 23,000,000 "
2018-01-28,bc49," 20,598 ",2018-01-31,"$2,000,000"
2018-01-28,extra," 24,493 ",2018-01-31,"$500,000"
2018-01-28,lotto649," 93,619 ",2018-01-31,"$ 5,000,000 "
2018-01-29,bc49," 27,748 ",2018-01-31,"$2,000,000"
2018-01-29,extra," 29,475 ",2018-01-31,"$500,000"
2018-01-29,lotto649," 123,289 ",2018-01-31,"$ 5,000,000 "
2018-01-30,bc49," 38,346 ",2018-01-31,"$2,000,000"
2018-01-30,extra," 37,653 ",2018-01-31,"$500,000"
2018-01-30,lotto649," 168,543 ",2018-01-31,"$ 5,000,000 "
2018-01-31,bc49," 72,959 ",2018-01-31,"$2,000,000"
2018-01-31,extra," 62,891 ",2018-01-31,"$500,000"
2018-01-31,lotto649," 303,601 ",2018-01-31,"$ 5,000,000 "
2018-02-01,bc49," 33,356 ",2018-02-03,"$2,000,000"
2018-02-01,extra," 36,276 ",2018-02-03,"$500,000"
2018-02-01,lotto649," 153,186 ",2018-02-03,"$ 7,000,000 "
2018-02-02,bc49," 50,274 ",2018-02-03,"$2,000,000"
2018-02-02,extra," 54,218 ",2018-02-03,"$500,000"
2018-02-02,lotto649," 245,567 ",2018-02-03,"$ 7,000,000 "
2018-02-03,bc49," 83,476 ",2018-02-03,"$2,000,000"
2018-02-03,extra," 74,592 ",2018-02-03,"$500,000"
2018-02-03,lotto649," 363,479 ",2018-02-03,"$ 7,000,000 "
2018-02-04,bc49," 23,004 ",2018-02-07,"$2,000,000"
2018-02-04,extra," 27,012 ",2018-02-07,"$500,000"
2018-02-04,lotto649," 112,690 ",2018-02-07,"$ 9,000,000 "
2018-02-05,bc49," 29,186 ",2018-02-07,"$2,000,000"
2018-02-05,extra," 31,451 ",2018-02-07,"$500,000"
2018-02-05,lotto649," 146,887 ",2018-02-07,"$ 9,000,000 "
2018-02-06,bc49," 35,240 ",2018-02-07,"$2,000,000"
2018-02-06,extra," 37,425 ",2018-02-07,"$500,000"
2018-02-06,lotto649," 181,953 ",2018-02-07,"$ 9,000,000 "
2018-02-07,bc49," 76,808 ",2018-02-07,"$2,000,000"
2018-02-07,extra," 68,278 ",2018-02-07,"$500,000"
2018-02-07,lotto649," 350,511 ",2018-02-07,"$ 9,000,000 "
2018-02-08,bc49," 32,779 ",2018-02-10,"$2,000,000"
2018-02-08,extra," 36,236 ",2018-02-10,"$500,000"
2018-02-08,lotto649," 146,648 ",2018-02-10,"$ 5,000,000 "
2018-02-09,bc49," 45,190 ",2018-02-10,"$2,000,000"
2018-02-09,extra," 52,447 ",2018-02-10,"$500,000"
2018-02-09,lotto649," 225,553 ",2018-02-10,"$ 5,000,000 "
2018-02-10,bc49," 81,328 ",2018-02-10,"$2,000,000"
2018-02-10,extra," 68,048 ",2018-02-10,"$500,000"
2018-02-10,lotto649," 327,172 ",2018-02-10,"$ 5,000,000 "
2018-02-11,bc49," 23,904 ",2018-02-14,"$2,000,000"
2018-02-11,extra," 28,918 ",2018-02-14,"$500,000"
2018-02-11,lotto649," 123,614 ",2018-02-14,"$ 7,000,000 "
2018-02-12,bc49," 23,677 ",2018-02-14,"$2,000,000"
2018-02-12,extra," 29,375 ",2018-02-14,"$500,000"
2018-02-12,lotto649," 136,827 ",2018-02-14,"$ 7,000,000 "
2018-02-13,bc49," 48,236 ",2018-02-14,"$2,000,000"
2018-02-13,extra," 57,361 ",2018-02-14,"$500,000"
2018-02-13,lotto649," 293,946 ",2018-02-14,"$ 7,000,000 "
2018-02-14,bc49," 85,990 ",2018-02-14,"$2,000,000"
2018-02-14,extra," 97,225 ",2018-02-14,"$500,000"
2018-02-14,lotto649," 517,739 ",2018-02-14,"$ 7,000,000 "
2018-02-15,bc49," 31,318 ",2018-02-17,"$2,000,000"
2018-02-15,extra," 36,884 ",2018-02-17,"$500,000"
2018-02-15,lotto649," 149,939 ",2018-02-17,"$ 5,000,000 "
2018-02-16,bc49," 46,378 ",2018-02-17,"$2,000,000"
2018-02-16,extra," 54,160 ",2018-02-17,"$500,000"
2018-02-16,lotto649," 233,202 ",2018-02-17,"$ 5,000,000 "
2018-02-17,bc49," 78,878 ",2018-02-17,"$2,000,000"
2018-02-17,extra," 67,868 ",2018-02-17,"$500,000"
2018-02-17,lotto649," 325,013 ",2018-02-17,"$ 5,000,000 "
2018-02-18,bc49," 22,032 ",2018-02-21,"$2,000,000"
2018-02-18,extra," 25,412 ",2018-02-21,"$500,000"
2018-02-18,lotto649," 102,206 ",2018-02-21,"$ 7,000,000 "
2018-02-19,bc49," 29,113 ",2018-02-21,"$2,000,000"
2018-02-19,extra," 31,846 ",2018-02-21,"$500,000"
2018-02-19,lotto649," 140,496 ",2018-02-21,"$ 7,000,000 "
2018-02-20,bc49," 35,690 ",2018-02-21,"$2,000,000"
2018-02-20,extra," 38,172 ",2018-02-21,"$500,000"
2018-02-20,lotto649," 176,661 ",2018-02-21,"$ 7,000,000 "
2018-02-21,bc49," 74,121 ",2018-02-21,"$2,000,000"
2018-02-21,extra," 64,466 ",2018-02-21,"$500,000"
2018-02-21,lotto649," 315,583 ",2018-02-21,"$ 7,000,000 "
2018-02-22,bc49," 33,850 ",2018-02-24,"$2,000,000"
2018-02-22,extra," 38,693 ",2018-02-24,"$500,000"
2018-02-22,lotto649," 168,344 ",2018-02-24,"$ 9,000,000 "
2018-02-23,bc49," 38,527 ",2018-02-24,"$2,000,000"
2018-02-23,extra," 45,703 ",2018-02-24,"$500,000"
2018-02-23,lotto649," 205,479 ",2018-02-24,"$ 9,000,000 "
2018-02-24,bc49," 76,665 ",2018-02-24,"$2,000,000"
2018-02-24,extra," 66,379 ",2018-02-24,"$500,000"
2018-02-24,lotto649," 339,380 ",2018-02-24,"$ 9,000,000 "
2018-02-25,bc49," 23,900 ",2018-02-28,"$2,000,000"
2018-02-25,extra," 29,006 ",2018-02-28,"$500,000"
2018-02-25,lotto649," 122,101 ",2018-02-28,"$ 12,000,000 "
2018-02-26,bc49," 32,424 ",2018-02-28,"$2,000,000"
2018-02-26,extra," 35,581 ",2018-02-28,"$500,000"
2018-02-26,lotto649," 167,336 ",2018-02-28,"$ 12,000,000 "
2018-02-27,bc49," 37,348 ",2018-02-28,"$2,000,000"
2018-02-27,extra," 39,800 ",2018-02-28,"$500,000"
2018-02-27,lotto649," 199,988 ",2018-02-28,"$ 12,000,000 "
2018-02-28,bc49," 76,434 ",2018-02-28,"$2,000,000"
2018-02-28,extra," 72,608 ",2018-02-28,"$500,000"
2018-02-28,lotto649," 382,310 ",2018-02-28,"$ 12,000,000 "
2018-03-01,bc49," 33,811 ",2018-03-03,"$2,000,000"
2018-03-01,extra," 37,517 ",2018-03-03,"$500,000"
2018-03-01,lotto649," 156,594 ",2018-03-03,"$ 5,000,000 "
2018-03-02,bc49," 45,893 ",2018-03-03,"$2,000,000"
2018-03-02,extra," 49,391 ",2018-03-03,"$500,000"
2018-03-02,lotto649," 218,544 ",2018-03-03,"$ 5,000,000 "
2018-03-03,bc49," 83,197 ",2018-03-03,"$2,000,000"
2018-03-03,extra," 70,873 ",2018-03-03,"$500,000"
2018-03-03,lotto649," 341,589 ",2018-03-03,"$ 5,000,000 "
2018-03-04,bc49," 23,923 ",2018-03-07,"$2,000,000"
2018-03-04,extra," 26,482 ",2018-03-07,"$500,000"
2018-03-04,lotto649," 104,851 ",2018-03-07,"$ 7,000,000 "
2018-03-05,bc49," 27,063 ",2018-03-07,"$2,000,000"
2018-03-05,extra," 30,325 ",2018-03-07,"$500,000"
2018-03-05,lotto649," 135,362 ",2018-03-07,"$ 7,000,000 "
2018-03-06,bc49," 35,779 ",2018-03-07,"$2,000,000"
2018-03-06,extra," 35,953 ",2018-03-07,"$500,000"
2018-03-06,lotto649," 171,464 ",2018-03-07,"$ 7,000,000 "
2018-03-07,bc49," 76,499 ",2018-03-07,"$2,000,000"
2018-03-07,extra," 65,720 ",2018-03-07,"$500,000"
2018-03-07,lotto649," 329,407 ",2018-03-07,"$ 7,000,000 "
2018-03-08,bc49," 27,754 ",2018-03-10,"$2,000,000"
2018-03-08,extra," 32,432 ",2018-03-10,"$500,000"
2018-03-08,lotto649," 138,942 ",2018-03-10,"$ 9,000,000 "
2018-03-09,bc49," 46,968 ",2018-03-10,"$2,000,000"
2018-03-09,extra," 53,081 ",2018-03-10,"$500,000"
2018-03-09,lotto649," 241,105 ",2018-03-10,"$ 9,000,000 "
2018-03-10,bc49," 82,615 ",2018-03-10,"$2,000,000"
2018-03-10,extra," 70,764 ",2018-03-10,"$500,000"
2018-03-10,lotto649," 364,567 ",2018-03-10,"$ 9,000,000 "
2018-03-11,bc49," 24,733 ",2018-03-14,"$2,000,000"
2018-03-11,extra," 27,624 ",2018-03-14,"$500,000"
2018-03-11,lotto649," 123,362 ",2018-03-14,"$ 13,000,000 "
2018-03-12,bc49," 29,106 ",2018-03-14,"$2,000,000"
2018-03-12,extra," 32,216 ",2018-03-14,"$500,000"
2018-03-12,lotto649," 157,303 ",2018-03-14,"$ 13,000,000 "
2018-03-13,bc49," 36,223 ",2018-03-14,"$2,000,000"
2018-03-13,extra," 38,031 ",2018-03-14,"$500,000"
2018-03-13,lotto649," 196,101 ",2018-03-14,"$ 13,000,000 "
2018-03-14,bc49," 77,261 ",2018-03-14,"$2,000,000"
2018-03-14,extra," 72,632 ",2018-03-14,"$500,000"
2018-03-14,lotto649," 383,928 ",2018-03-14,"$ 13,000,000 "
2018-03-15,bc49," 32,150 ",2018-03-17,"$2,000,000"
2018-03-15,extra," 39,213 ",2018-03-17,"$500,000"
2018-03-15,lotto649," 185,833 ",2018-03-17,"$ 16,000,000 "
2018-03-16,bc49," 48,814 ",2018-03-17,"$2,000,000"
2018-03-16,extra," 57,668 ",2018-03-17,"$500,000"
2018-03-16,lotto649," 291,230 ",2018-03-17,"$ 16,000,000 "
2018-03-17,bc49," 86,644 ",2018-03-17,"$2,000,000"
2018-03-17,extra," 81,099 ",2018-03-17,"$500,000"
2018-03-17,lotto649," 443,256 ",2018-03-17,"$ 16,000,000 "
2018-03-18,bc49," 24,089 ",2018-03-21,"$2,000,000"
2018-03-18,extra," 31,240 ",2018-03-21,"$500,000"
2018-03-18,lotto649," 142,540 ",2018-03-21,"$ 20,000,000 "
2018-03-19,bc49," 32,163 ",2018-03-21,"$2,000,000"
2018-03-19,extra," 36,948 ",2018-03-21,"$500,000"
2018-03-19,lotto649," 191,697 ",2018-03-21,"$ 20,000,000 "
2018-03-20,bc49," 39,899 ",2018-03-21,"$2,000,000"
2018-03-20,extra," 45,470 ",2018-03-21,"$500,000"
2018-03-20,lotto649," 250,210 ",2018-03-21,"$ 20,000,000 "
2018-03-21,bc49," 82,700 ",2018-03-21,"$2,000,000"
2018-03-21,extra," 83,893 ",2018-03-21,"$500,000"
2018-03-21,lotto649," 476,072 ",2018-03-21,"$ 20,000,000 "
2018-03-22,bc49," 28,854 ",2018-03-24,"$2,000,000"
2018-03-22,extra," 32,812 ",2018-03-24,"$500,000"
2018-03-22,lotto649," 128,003 ",2018-03-24,"$ 5,000,000 "
2018-03-23,bc49," 45,567 ",2018-03-24,"$2,000,000"
2018-03-23,extra," 49,117 ",2018-03-24,"$500,000"
2018-03-23,lotto649," 211,399 ",2018-03-24,"$ 5,000,000 "
2018-03-24,bc49," 79,784 ",2018-03-24,"$2,000,000"
2018-03-24,extra," 67,064 ",2018-03-24,"$500,000"
2018-03-24,lotto649," 315,849 ",2018-03-24,"$ 5,000,000 "
2018-03-25,bc49," 23,729 ",2018-03-28,"$2,000,000"
2018-03-25,extra," 26,927 ",2018-03-28,"$500,000"
2018-03-25,lotto649," 110,224 ",2018-03-28,"$ 7,000,000 "
2018-03-26,bc49," 25,746 ",2018-03-28,"$2,000,000"
2018-03-26,extra," 28,475 ",2018-03-28,"$500,000"
2018-03-26,lotto649," 124,390 ",2018-03-28,"$ 7,000,000 "
2018-03-27,bc49," 39,549 ",2018-03-28,"$2,000,000"
2018-03-27,extra," 38,577 ",2018-03-28,"$500,000"
2018-03-27,lotto649," 183,282 ",2018-03-28,"$ 7,000,000 "
2018-03-28,bc49," 78,872 ",2018-03-28,"$2,000,000"
2018-03-28,extra," 68,873 ",2018-03-28,"$500,000"
2018-03-28,lotto649," 343,697 ",2018-03-28,"$ 7,000,000 "
2018-03-29,bc49," 39,257 ",2018-03-31,"$2,000,000"
2018-03-29,extra," 45,355 ",2018-03-31,"$500,000"
2018-03-29,lotto649," 196,016 ",2018-03-31,"$ 5,000,000 "
2018-03-30,bc49," 41,920 ",2018-03-31,"$2,000,000"
2018-03-30,extra," 47,040 ",2018-03-31,"$500,000"
2018-03-30,lotto649," 213,902 ",2018-03-31,"$ 5,000,000 "
2018-03-31,bc49," 84,236 ",2018-03-31,"$2,000,000"
2018-03-31,extra," 78,953 ",2018-03-31,"$500,000"
2018-03-31,lotto649," 388,728 ",2018-03-31,"$ 5,000,000 "
2018-04-01,bc49," 20,347 ",2018-04-04,"$2,000,000"
2018-04-01,extra," 24,173 ",2018-04-04,"$500,000"
2018-04-01,lotto649," 96,885 ",2018-04-04,"$ 7,000,000 "
2018-04-02,bc49," 28,349 ",2018-04-04,"$2,000,000"
2018-04-02,extra," 30,255 ",2018-04-04,"$500,000"
2018-04-02,lotto649," 129,105 ",2018-04-04,"$ 7,000,000 "
2018-04-03,bc49," 38,868 ",2018-04-04,"$2,000,000"
2018-04-03,extra," 40,025 ",2018-04-04,"$500,000"
2018-04-03,lotto649," 189,333 ",2018-04-04,"$ 7,000,000 "
2018-04-04,bc49," 79,510 ",2018-04-04,"$2,000,000"
2018-04-04,extra," 68,461 ",2018-04-04,"$500,000"
2018-04-04,lotto649," 341,828 ",2018-04-04,"$ 7,000,000 "
2018-04-05,bc49," 31,416 ",2018-04-07,"$2,000,000"
2018-04-05,extra," 36,820 ",2018-04-07,"$500,000"
