date,type,sales,drawdate,jackpot
2015-02-20,bc49," 47,224 ",2015-02-21,"$2,000,000"
2015-02-20,extra," 49,364 ",2015-02-21,"$500,000"
2015-02-20,lotto649," 238,919 ",2015-02-21,"$ 5,000,000 "
2015-02-21,bc49," 92,902 ",2015-02-21,"$2,000,000"
2015-02-21,extra," 68,208 ",2015-02-21,"$500,000"
2015-02-21,lotto649," 389,811 ",2015-02-21,"$ 5,000,000 "
2015-02-22,bc49," 24,010 ",2015-02-25,"$2,000,000"
2015-02-22,extra," 25,915 ",2015-02-25,"$500,000"
2015-02-22,lotto649," 114,322 ",2015-02-25,"$ 5,000,000 "
2015-02-23,bc49," 32,047 ",2015-02-25,"$2,000,000"
2015-02-23,extra," 30,500 ",2015-02-25,"$500,000"
2015-02-23,lotto649," 152,919 ",2015-02-25,"$ 5,000,000 "
2015-02-24,bc49," 38,410 ",2015-02-25,"$2,000,000"
2015-02-24,extra," 35,456 ",2015-02-25,"$500,000"
2015-02-24,lotto649," 185,539 ",2015-02-25,"$ 5,000,000 "
2015-02-25,bc49," 85,365 ",2015-02-25,"$2,000,000"
2015-02-25,extra," 65,086 ",2015-02-25,"$500,000"
2015-02-25,lotto649," 366,964 ",2015-02-25,"$ 5,000,000 "
2015-02-26,bc49," 32,098 ",2015-02-28,"$2,000,000"
2015-02-26,extra," 33,788 ",2015-02-28,"$500,000"
2015-02-26,lotto649," 155,600 ",2015-02-28,"$ 5,000,000 "
2015-02-27,bc49," 48,825 ",2015-02-28,"$2,000,000"
2015-02-27,extra," 49,536 ",2015-02-28,"$500,000"
2015-02-27,lotto649," 237,265 ",2015-02-28,"$ 5,000,000 "
2015-02-28,bc49," 94,327 ",2015-02-28,"$2,000,000"
2015-02-28,extra," 68,370 ",2015-02-28,"$500,000"
2015-02-28,lotto649," 393,091 ",2015-02-28,"$ 5,000,000 "
2015-03-01,bc49," 24,883 ",2015-03-04,"$2,000,000"
2015-03-01,extra," 26,127 ",2015-03-04,"$500,000"
2015-03-01,lotto649," 115,515 ",2015-03-04,"$ 5,000,000 "
2015-03-02,bc49," 33,935 ",2015-03-04,"$2,000,000"
2015-03-02,extra," 32,081 ",2015-03-04,"$500,000"
2015-03-02,lotto649," 156,093 ",2015-03-04,"$ 5,000,000 "
2015-03-03,bc49," 42,245 ",2015-03-04,"$2,000,000"
2015-03-03,extra," 36,687 ",2015-03-04,"$500,000"
2015-03-03,lotto649," 194,515 ",2015-03-04,"$ 5,000,000 "
2015-03-04,bc49," 85,744 ",2015-03-04,"$2,000,000"
2015-03-04,extra," 62,732 ",2015-03-04,"$500,000"
2015-03-04,lotto649," 355,974 ",2015-03-04,"$ 5,000,000 "
2015-03-05,bc49," 31,168 ",2015-03-07,"$2,000,000"
2015-03-05,extra," 33,050 ",2015-03-07,"$500,000"
2015-03-05,lotto649," 148,045 ",2015-03-07,"$ 5,000,000 "
2015-03-06,bc49," 47,336 ",2015-03-07,"$2,000,000"
2015-03-06,extra," 48,330 ",2015-03-07,"$500,000"
2015-03-06,lotto649," 229,677 ",2015-03-07,"$ 5,000,000 "
2015-03-07,bc49," 92,671 ",2015-03-07,"$2,000,000"
2015-03-07,extra," 65,786 ",2015-03-07,"$500,000"
2015-03-07,lotto649," 377,010 ",2015-03-07,"$ 5,000,000 "
2015-03-08,bc49," 21,955 ",2015-03-11,"$2,000,000"
2015-03-08,extra," 24,649 ",2015-03-11,"$500,000"
2015-03-08,lotto649," 107,599 ",2015-03-11,"$ 7,000,000 "
2015-03-09,bc49," 30,670 ",2015-03-11,"$2,000,000"
2015-03-09,extra," 30,515 ",2015-03-11,"$500,000"
2015-03-09,lotto649," 149,836 ",2015-03-11,"$ 7,000,000 "
2015-03-10,bc49," 40,545 ",2015-03-11,"$2,000,000"
2015-03-10,extra," 37,071 ",2015-03-11,"$500,000"
2015-03-10,lotto649," 196,346 ",2015-03-11,"$ 7,000,000 "
2015-03-11,bc49," 80,185 ",2015-03-11,"$2,000,000"
2015-03-11,extra," 62,585 ",2015-03-11,"$500,000"
2015-03-11,lotto649," 360,180 ",2015-03-11,"$ 7,000,000 "
2015-03-12,bc49," 32,031 ",2015-03-14,"$2,000,000"
2015-03-12,extra," 38,066 ",2015-03-14,"$500,000"
2015-03-12,lotto649," 178,844 ",2015-03-14,"$ 10,000,000 "
2015-03-13,bc49," 49,811 ",2015-03-14,"$2,000,000"
2015-03-13,extra," 57,304 ",2015-03-14,"$500,000"
2015-03-13,lotto649," 288,328 ",2015-03-14,"$ 10,000,000 "
2015-03-14,bc49," 94,286 ",2015-03-14,"$2,000,000"
2015-03-14,extra," 72,794 ",2015-03-14,"$500,000"
2015-03-14,lotto649," 434,605 ",2015-03-14,"$ 10,000,000 "
2015-03-15,bc49," 24,688 ",2015-03-18,"$2,000,000"
2015-03-15,extra," 30,047 ",2015-03-18,"$500,000"
2015-03-15,lotto649," 144,204 ",2015-03-18,"$ 14,000,000 "
2015-03-16,bc49," 35,999 ",2015-03-18,"$2,000,000"
2015-03-16,extra," 40,010 ",2015-03-18,"$500,000"
2015-03-16,lotto649," 218,684 ",2015-03-18,"$ 14,000,000 "
2015-03-17,bc49," 46,168 ",2015-03-18,"$2,000,000"
2015-03-17,extra," 52,896 ",2015-03-18,"$500,000"
2015-03-17,lotto649," 308,931 ",2015-03-18,"$ 14,000,000 "
2015-03-18,bc49," 99,093 ",2015-03-18,"$2,000,000"
2015-03-18,extra," 104,349 ",2015-03-18,"$500,000"
2015-03-18,lotto649," 680,823 ",2015-03-18,"$ 14,000,000 "
2015-03-19,bc49," 33,680 ",2015-03-21,"$2,000,000"
2015-03-19,extra," 47,461 ",2015-03-21,"$500,000"
2015-03-19,lotto649," 250,484 ",2015-03-21,"$ 20,000,000 "
2015-03-20,bc49," 58,595 ",2015-03-21,"$2,000,000"
2015-03-20,extra," 83,540 ",2015-03-21,"$500,000"
2015-03-20,lotto649," 477,125 ",2015-03-21,"$ 20,000,000 "
2015-03-21,bc49," 104,757 ",2015-03-21,"$2,000,000"
2015-03-21,extra," 103,007 ",2015-03-21,"$500,000"
2015-03-21,lotto649," 715,372 ",2015-03-21,"$ 20,000,000 "
2015-03-22,bc49," 24,398 ",2015-03-25,"$2,000,000"
2015-03-22,extra," 32,909 ",2015-03-25,"$500,000"
2015-03-22,lotto649," 148,706 ",2015-03-25,"$ 25,000,000 "
2015-03-23,bc49," 31,733 ",2015-03-25,"$2,000,000"
2015-03-23,extra," 38,003 ",2015-03-25,"$500,000"
2015-03-23,lotto649," 207,608 ",2015-03-25,"$ 25,000,000 "
2015-03-24,bc49," 44,632 ",2015-03-25,"$2,000,000"
2015-03-24,extra," 48,395 ",2015-03-25,"$500,000"
2015-03-24,lotto649," 293,097 ",2015-03-25,"$ 25,000,000 "
2015-03-25,bc49," 92,375 ",2015-03-25,"$2,000,000"
2015-03-25,extra," 86,558 ",2015-03-25,"$500,000"
2015-03-25,lotto649," 588,159 ",2015-03-25,"$ 25,000,000 "
2015-03-26,bc49," 37,496 ",2015-03-28,"$2,000,000"
2015-03-26,extra," 49,067 ",2015-03-28,"$500,000"
2015-03-26,lotto649," 272,110 ",2015-03-28,"$ 30,000,000 "
2015-03-27,bc49," 60,186 ",2015-03-28,"$2,000,000"
2015-03-27,extra," 78,636 ",2015-03-28,"$500,000"
2015-03-27,lotto649," 476,597 ",2015-03-28,"$ 30,000,000 "
2015-03-28,bc49," 111,269 ",2015-03-28,"$2,000,000"
2015-03-28,extra," 102,289 ",2015-03-28,"$500,000"
2015-03-28,lotto649," 722,068 ",2015-03-28,"$ 30,000,000 "
2015-03-29,bc49," 26,615 ",2015-04-01,"$2,000,000"
2015-03-29,extra," 35,615 ",2015-04-01,"$500,000"
2015-03-29,lotto649," 185,413 ",2015-04-01,"$ 35,000,000 "
2015-03-30,bc49," 42,326 ",2015-04-01,"$2,000,000"
2015-03-30,extra," 50,046 ",2015-04-01,"$500,000"
2015-03-30,lotto649," 304,203 ",2015-04-01,"$ 35,000,000 "
2015-03-31,bc49," 54,676 ",2015-04-01,"$2,000,000"
2015-03-31,extra," 62,737 ",2015-04-01,"$500,000"
2015-03-31,lotto649," 417,406 ",2015-04-01,"$ 35,000,000 "
2015-04-01,bc49," 107,287 ",2015-04-01,"$2,000,000"
2015-04-01,extra," 111,436 ",2015-04-01,"$500,000"
2015-04-01,lotto649," 799,772 ",2015-04-01,"$ 35,000,000 "
2015-04-02,bc49," 42,646 ",2015-04-04,"$2,000,000"
2015-04-02,extra," 50,150 ",2015-04-04,"$500,000"
2015-04-02,lotto649," 213,273 ",2015-04-04,"$ 5,000,000 "
2015-04-03,bc49," 38,415 ",2015-04-04,"$2,000,000"
2015-04-03,extra," 41,646 ",2015-04-04,"$500,000"
2015-04-03,lotto649," 193,341 ",2015-04-04,"$ 5,000,000 "
2015-04-04,bc49," 93,383 ",2015-04-04,"$2,000,000"
2015-04-04,extra," 70,521 ",2015-04-04,"$500,000"
2015-04-04,lotto649," 398,147 ",2015-04-04,"$ 5,000,000 "
2015-04-05,bc49," 20,282 ",2015-04-08,"$2,000,000"
2015-04-05,extra," 23,582 ",2015-04-08,"$500,000"
2015-04-05,lotto649," 98,198 ",2015-04-08,"$ 7,000,000 "
2015-04-06,bc49," 27,151 ",2015-04-08,"$2,000,000"
2015-04-06,extra," 28,304 ",2015-04-08,"$500,000"
2015-04-06,lotto649," 136,084 ",2015-04-08,"$ 7,000,000 "
2015-04-07,bc49," 45,628 ",2015-04-08,"$2,000,000"
2015-04-07,extra," 40,762 ",2015-04-08,"$500,000"
2015-04-07,lotto649," 213,689 ",2015-04-08,"$ 7,000,000 "
2015-04-08,bc49," 87,826 ",2015-04-08,"$2,000,000"
2015-04-08,extra," 70,294 ",2015-04-08,"$500,000"
2015-04-08,lotto649," 403,809 ",2015-04-08,"$ 7,000,000 "
2015-04-09,bc49," 32,807 ",2015-04-11,"$2,000,000"
2015-04-09,extra," 38,079 ",2015-04-11,"$500,000"
2015-04-09,lotto649," 178,361 ",2015-04-11,"$ 10,000,000 "
2015-04-10,bc49," 46,796 ",2015-04-11,"$2,000,000"
2015-04-10,extra," 54,876 ",2015-04-11,"$500,000"
2015-04-10,lotto649," 274,699 ",2015-04-11,"$ 10,000,000 "
2015-04-11,bc49," 96,383 ",2015-04-11,"$2,000,000"
2015-04-11,extra," 75,643 ",2015-04-11,"$500,000"
2015-04-11,lotto649," 461,135 ",2015-04-11,"$ 10,000,000 "
2015-04-12,bc49," 23,150 ",2015-04-15,"$2,000,000"
2015-04-12,extra," 26,263 ",2015-04-15,"$500,000"
2015-04-12,lotto649," 105,485 ",2015-04-15,"$ 5,000,000 "
2015-04-13,bc49," 28,657 ",2015-04-15,"$2,000,000"
2015-04-13,extra," 29,528 ",2015-04-15,"$500,000"
2015-04-13,lotto649," 135,081 ",2015-04-15,"$ 5,000,000 "
2015-04-14,bc49," 41,262 ",2015-04-15,"$2,000,000"
2015-04-14,extra," 38,306 ",2015-04-15,"$500,000"
2015-04-14,lotto649," 192,359 ",2015-04-15,"$ 5,000,000 "
2015-04-15,bc49," 81,051 ",2015-04-15,"$2,000,000"
2015-04-15,extra," 65,768 ",2015-04-15,"$500,000"
2015-04-15,lotto649," 358,275 ",2015-04-15,"$ 5,000,000 "
2015-04-16,bc49," 32,786 ",2015-04-18,"$2,000,000"
2015-04-16,extra," 36,027 ",2015-04-18,"$500,000"
2015-04-16,lotto649," 163,589 ",2015-04-18,"$ 7,000,000 "
2015-04-17,bc49," 46,352 ",2015-04-18,"$2,000,000"
2015-04-17,extra," 50,989 ",2015-04-18,"$500,000"
2015-04-17,lotto649," 247,126 ",2015-04-18,"$ 7,000,000 "
2015-04-18,bc49," 91,244 ",2015-04-18,"$2,000,000"
2015-04-18,extra," 68,225 ",2015-04-18,"$500,000"
2015-04-18,lotto649," 396,039 ",2015-04-18,"$ 7,000,000 "
2015-04-19,bc49," 22,385 ",2015-04-22,"$2,000,000"
2015-04-19,extra," 27,562 ",2015-04-22,"$500,000"
2015-04-19,lotto649," 121,805 ",2015-04-22,"$ 10,000,000 "
2015-04-20,bc49," 32,081 ",2015-04-22,"$2,000,000"
2015-04-20,extra," 33,910 ",2015-04-22,"$500,000"
2015-04-20,lotto649," 173,525 ",2015-04-22,"$ 10,000,000 "
2015-04-21,bc49," 39,765 ",2015-04-22,"$2,000,000"
2015-04-21,extra," 38,418 ",2015-04-22,"$500,000"
2015-04-21,lotto649," 208,721 ",2015-04-22,"$ 10,000,000 "
2015-04-22,bc49," 84,851 ",2015-04-22,"$2,000,000"
2015-04-22,extra," 72,653 ",2015-04-22,"$500,000"
2015-04-22,lotto649," 424,036 ",2015-04-22,"$ 10,000,000 "
2015-04-23,bc49," 30,107 ",2015-04-25,"$2,000,000"
2015-04-23,extra," 37,795 ",2015-04-25,"$500,000"
2015-04-23,lotto649," 180,841 ",2015-04-25,"$ 14,000,000 "
2015-04-24,bc49," 49,116 ",2015-04-25,"$2,000,000"
2015-04-24,extra," 58,555 ",2015-04-25,"$500,000"
2015-04-24,lotto649," 296,170 ",2015-04-25,"$ 14,000,000 "
2015-04-25,bc49," 94,344 ",2015-04-25,"$2,000,000"
2015-04-25,extra," 76,603 ",2015-04-25,"$500,000"
2015-04-25,lotto649," 478,015 ",2015-04-25,"$ 14,000,000 "
2015-04-26,bc49," 23,836 ",2015-04-29,"$2,000,000"
2015-04-26,extra," 29,436 ",2015-04-29,"$500,000"
2015-04-26,lotto649," 136,979 ",2015-04-29,"$ 18,000,000 "
2015-04-27,bc49," 32,455 ",2015-04-29,"$2,000,000"
2015-04-27,extra," 36,220 ",2015-04-29,"$500,000"
2015-04-27,lotto649," 194,119 ",2015-04-29,"$ 18,000,000 "
2015-04-28,bc49," 44,732 ",2015-04-29,"$2,000,000"
2015-04-28,extra," 48,009 ",2015-04-29,"$500,000"
2015-04-28,lotto649," 272,620 ",2015-04-29,"$ 18,000,000 "
2015-04-29,bc49," 91,275 ",2015-04-29,"$2,000,000"
2015-04-29,extra," 80,572 ",2015-04-29,"$500,000"
2015-04-29,lotto649," 507,259 ",2015-04-29,"$ 18,000,000 "
2015-04-30,bc49," 37,928 ",2015-05-02,"$2,000,000"
2015-04-30,extra," 48,761 ",2015-05-02,"$500,000"
2015-04-30,lotto649," 257,863 ",2015-05-02,"$ 23,000,000 "
2015-05-01,bc49," 55,813 ",2015-05-02,"$2,000,000"
2015-05-01,extra," 71,815 ",2015-05-02,"$500,000"
2015-05-01,lotto649," 395,583 ",2015-05-02,"$ 23,000,000 "
2015-05-02,bc49," 101,195 ",2015-05-02,"$2,000,000"
2015-05-02,extra," 88,160 ",2015-05-02,"$500,000"
2015-05-02,lotto649," 589,846 ",2015-05-02,"$ 23,000,000 "
2015-05-03,bc49," 26,249 ",2015-05-06,"$2,000,000"
2015-05-03,extra," 33,512 ",2015-05-06,"$500,000"
2015-05-03,lotto649," 167,176 ",2015-05-06,"$ 28,000,000 "
2015-05-04,bc49," 36,487 ",2015-05-06,"$2,000,000"
2015-05-04,extra," 42,893 ",2015-05-06,"$500,000"
2015-05-04,lotto649," 242,498 ",2015-05-06,"$ 28,000,000 "
2015-05-05,bc49," 47,427 ",2015-05-06,"$2,000,000"
2015-05-05,extra," 52,798 ",2015-05-06,"$500,000"
2015-05-05,lotto649," 325,952 ",2015-05-06,"$ 28,000,000 "
2015-05-06,bc49," 97,409 ",2015-05-06,"$2,000,000"
2015-05-06,extra," 95,727 ",2015-05-06,"$500,000"
2015-05-06,lotto649," 634,570 ",2015-05-06,"$ 28,000,000 "
2015-05-07,bc49," 31,003 ",2015-05-09,"$2,000,000"
2015-05-07,extra," 40,484 ",2015-05-09,"$500,000"
2015-05-07,lotto649," 173,568 ",2015-05-09,"$ 5,000,000 "
2015-05-08,bc49," 47,050 ",2015-05-09,"$2,000,000"
2015-05-08,extra," 60,828 ",2015-05-09,"$500,000"
2015-05-08,lotto649," 283,226 ",2015-05-09,"$ 5,000,000 "
2015-05-09,bc49," 90,909 ",2015-05-09,"$2,000,000"
2015-05-09,extra," 75,962 ",2015-05-09,"$500,000"
2015-05-09,lotto649," 443,039 ",2015-05-09,"$ 5,000,000 "
2015-05-10,bc49," 21,819 ",2015-05-13,"$2,000,000"
2015-05-10,extra," 26,034 ",2015-05-13,"$500,000"
2015-05-10,lotto649," 104,994 ",2015-05-13,"$ 5,000,000 "
2015-05-11,bc49," 29,017 ",2015-05-13,"$2,000,000"
2015-05-11,extra," 30,709 ",2015-05-13,"$500,000"
2015-05-11,lotto649," 139,806 ",2015-05-13,"$ 5,000,000 "
2015-05-12,bc49," 37,506 ",2015-05-13,"$2,000,000"
2015-05-12,extra," 36,092 ",2015-05-13,"$500,000"
2015-05-12,lotto649," 180,083 ",2015-05-13,"$ 5,000,000 "
2015-05-13,bc49," 77,772 ",2015-05-13,"$2,000,000"
2015-05-13,extra," 62,391 ",2015-05-13,"$500,000"
2015-05-13,lotto649," 344,518 ",2015-05-13,"$ 5,000,000 "
2015-05-14,bc49," 31,193 ",2015-05-16,"$2,000,000"
2015-05-14,extra," 36,410 ",2015-05-16,"$500,000"
2015-05-14,lotto649," 162,152 ",2015-05-16,"$ 7,000,000 "
2015-05-15,bc49," 44,809 ",2015-05-16,"$2,000,000"
2015-05-15,extra," 54,809 ",2015-05-16,"$500,000"
2015-05-15,lotto649," 259,197 ",2015-05-16,"$ 7,000,000 "
2015-05-16,bc49," 83,101 ",2015-05-16,"$2,000,000"
2015-05-16,extra," 63,747 ",2015-05-16,"$500,000"
2015-05-16,lotto649," 375,514 ",2015-05-16,"$ 7,000,000 "
2015-05-17,bc49," 20,531 ",2015-05-20,"$2,000,000"
2015-05-17,extra," 24,242 ",2015-05-20,"$500,000"
2015-05-17,lotto649," 105,536 ",2015-05-20,"$ 10,000,000 "
2015-05-18,bc49," 19,598 ",2015-05-20,"$2,000,000"
2015-05-18,extra," 22,170 ",2015-05-20,"$500,000"
2015-05-18,lotto649," 108,100 ",2015-05-20,"$ 10,000,000 "
2015-05-19,bc49," 39,251 ",2015-05-20,"$2,000,000"
2015-05-19,extra," 39,497 ",2015-05-20,"$500,000"
2015-05-19,lotto649," 212,947 ",2015-05-20,"$ 10,000,000 "
2015-05-20,bc49," 85,241 ",2015-05-20,"$2,000,000"
2015-05-20,extra," 71,673 ",2015-05-20,"$500,000"
2015-05-20,lotto649," 424,593 ",2015-05-20,"$ 10,000,000 "
2015-05-21,bc49," 28,213 ",2015-05-23,"$2,000,000"
2015-05-21,extra," 34,080 ",2015-05-23,"$500,000"
2015-05-21,lotto649," 146,690 ",2015-05-23,"$ 5,000,000 "
2015-05-22,bc49," 42,544 ",2015-05-23,"$2,000,000"
2015-05-22,extra," 52,681 ",2015-05-23,"$500,000"
2015-05-22,lotto649," 238,573 ",2015-05-23,"$ 5,000,000 "
2015-05-23,bc49," 85,823 ",2015-05-23,"$2,000,000"
2015-05-23,extra," 63,078 ",2015-05-23,"$500,000"
2015-05-23,lotto649," 352,874 ",2015-05-23,"$ 5,000,000 "
2015-05-24,bc49," 21,379 ",2015-05-27,"$2,000,000"
2015-05-24,extra," 25,258 ",2015-05-27,"$500,000"
2015-05-24,lotto649," 108,582 ",2015-05-27,"$ 7,000,000 "
2015-05-25,bc49," 28,800 ",2015-05-27,"$2,000,000"
2015-05-25,extra," 30,379 ",2015-05-27,"$500,000"
2015-05-25,lotto649," 147,039 ",2015-05-27,"$ 7,000,000 "
2015-05-26,bc49," 38,652 ",2015-05-27,"$2,000,000"
2015-05-26,extra," 37,510 ",2015-05-27,"$500,000"
2015-05-26,lotto649," 194,162 ",2015-05-27,"$ 7,000,000 "
2015-05-27,bc49," 82,661 ",2015-05-27,"$2,000,000"
2015-05-27,extra," 68,341 ",2015-05-27,"$500,000"
2015-05-27,lotto649," 381,043 ",2015-05-27,"$ 7,000,000 "
2015-05-28,bc49," 32,747 ",2015-05-30,"$2,000,000"
2015-05-28,extra," 40,472 ",2015-05-30,"$500,000"
2015-05-28,lotto649," 187,384 ",2015-05-30,"$ 10,000,000 "
2015-05-29,bc49," 48,144 ",2015-05-30,"$2,000,000"
2015-05-29,extra," 62,164 ",2015-05-30,"$500,000"
2015-05-29,lotto649," 301,804 ",2015-05-30,"$ 10,000,000 "
2015-05-30,bc49," 88,555 ",2015-05-30,"$2,000,000"
2015-05-30,extra," 68,259 ",2015-05-30,"$500,000"
2015-05-30,lotto649," 412,224 ",2015-05-30,"$ 10,000,000 "
2015-05-31,bc49," 22,874 ",2015-06-03,"$2,000,000"
2015-05-31,extra," 25,500 ",2015-06-03,"$500,000"
2015-05-31,lotto649," 104,998 ",2015-06-03,"$ 5,000,000 "
2015-06-01,bc49," 30,877 ",2015-06-03,"$2,000,000"
2015-06-01,extra," 31,749 ",2015-06-03,"$500,000"
2015-06-01,lotto649," 148,889 ",2015-06-03,"$ 5,000,000 "
2015-06-02,bc49," 40,388 ",2015-06-03,"$2,000,000"
2015-06-02,extra," 37,159 ",2015-06-03,"$500,000"
2015-06-02,lotto649," 190,660 ",2015-06-03,"$ 5,000,000 "
2015-06-03,bc49," 79,996 ",2015-06-03,"$2,000,000"
2015-06-03,extra," 64,825 ",2015-06-03,"$500,000"
2015-06-03,lotto649," 354,349 ",2015-06-03,"$ 5,000,000 "
2015-06-04,bc49," 33,524 ",2015-06-06,"$2,000,000"
2015-06-04,extra," 37,524 ",2015-06-06,"$500,000"
2015-06-04,lotto649," 168,896 ",2015-06-06,"$ 7,000,000 "
2015-06-05,bc49," 45,781 ",2015-06-06,"$2,000,000"
2015-06-05,extra," 56,873 ",2015-06-06,"$500,000"
2015-06-05,lotto649," 264,219 ",2015-06-06,"$ 7,000,000 "
2015-06-06,bc49," 83,955 ",2015-06-06,"$2,000,000"
2015-06-06,extra," 61,795 ",2015-06-06,"$500,000"
2015-06-06,lotto649," 360,945 ",2015-06-06,"$ 7,000,000 "
2015-06-07,bc49," 24,383 ",2015-06-10,"$2,000,000"
2015-06-07,extra," 25,567 ",2015-06-10,"$500,000"
2015-06-07,lotto649," 116,866 ",2015-06-10,"$ 10,000,000 "
2015-06-08,bc49," 33,251 ",2015-06-10,"$2,000,000"
2015-06-08,extra," 32,884 ",2015-06-10,"$500,000"
2015-06-08,lotto649," 166,752 ",2015-06-10,"$ 10,000,000 "
2015-06-09,bc49," 40,366 ",2015-06-10,"$2,000,000"
2015-06-09,extra," 38,542 ",2015-06-10,"$500,000"
2015-06-09,lotto649," 216,620 ",2015-06-10,"$ 10,000,000 "
2015-06-10,bc49," 80,490 ",2015-06-10,"$2,000,000"
2015-06-10,extra," 67,302 ",2015-06-10,"$500,000"
2015-06-10,lotto649," 400,876 ",2015-06-10,"$ 10,000,000 "
2015-06-11,bc49," 33,046 ",2015-06-13,"$2,000,000"
2015-06-11,extra," 36,469 ",2015-06-13,"$500,000"
2015-06-11,lotto649," 180,339 ",2015-06-13,"$ 14,000,000 "
2015-06-12,bc49," 49,033 ",2015-06-13,"$2,000,000"
2015-06-12,extra," 56,416 ",2015-06-13,"$500,000"
2015-06-12,lotto649," 288,605 ",2015-06-13,"$ 14,000,000 "
2015-06-13,bc49," 89,019 ",2015-06-13,"$2,000,000"
2015-06-13,extra," 72,950 ",2015-06-13,"$500,000"
2015-06-13,lotto649," 449,554 ",2015-06-13,"$ 14,000,000 "
2015-06-14,bc49," 23,400 ",2015-06-17,"$2,000,000"
2015-06-14,extra," 27,672 ",2015-06-17,"$500,000"
2015-06-14,lotto649," 131,128 ",2015-06-17,"$ 17,000,000 "
2015-06-15,bc49," 32,009 ",2015-06-17,"$2,000,000"
2015-06-15,extra," 35,363 ",2015-06-17,"$500,000"
2015-06-15,lotto649," 185,392 ",2015-06-17,"$ 17,000,000 "
2015-06-16,bc49," 40,494 ",2015-06-17,"$2,000,000"
2015-06-16,extra," 43,249 ",2015-06-17,"$500,000"
2015-06-16,lotto649," 246,958 ",2015-06-17,"$ 17,000,000 "
2015-06-17,bc49," 87,205 ",2015-06-17,"$2,000,000"
2015-06-17,extra," 77,379 ",2015-06-17,"$500,000"
2015-06-17,lotto649," 478,412 ",2015-06-17,"$ 17,000,000 "
2015-06-18,bc49," 30,245 ",2015-06-20,"$2,000,000"
2015-06-18,extra," 34,655 ",2015-06-20,"$500,000"
2015-06-18,lotto649," 144,855 ",2015-06-20,"$ 5,000,000 "
2015-06-19,bc49," 44,491 ",2015-06-20,"$2,000,000"
2015-06-19,extra," 51,637 ",2015-06-20,"$500,000"
2015-06-19,lotto649," 236,722 ",2015-06-20,"$ 5,000,000 "
2015-06-20,bc49," 86,369 ",2015-06-20,"$2,000,000"
2015-06-20,extra," 65,323 ",2015-06-20,"$500,000"
2015-06-20,lotto649," 362,037 ",2015-06-20,"$ 5,000,000 "
2015-06-21,bc49," 22,339 ",2015-06-24,"$2,000,000"
2015-06-21,extra," 26,291 ",2015-06-24,"$500,000"
2015-06-21,lotto649," 110,358 ",2015-06-24,"$ 7,000,000 "
2015-06-22,bc49," 30,603 ",2015-06-24,"$2,000,000"
2015-06-22,extra," 30,838 ",2015-06-24,"$500,000"
2015-06-22,lotto649," 152,256 ",2015-06-24,"$ 7,000,000 "
2015-06-23,bc49," 38,307 ",2015-06-24,"$2,000,000"
2015-06-23,extra," 37,019 ",2015-06-24,"$500,000"
2015-06-23,lotto649," 191,618 ",2015-06-24,"$ 7,000,000 "
2015-06-24,bc49," 81,698 ",2015-06-24,"$2,000,000"
2015-06-24,extra," 64,957 ",2015-06-24,"$500,000"
2015-06-24,lotto649," 367,254 ",2015-06-24,"$ 7,000,000 "
2015-06-25,bc49," 31,906 ",2015-06-27,"$2,000,000"
2015-06-25,extra," 37,243 ",2015-06-27,"$500,000"
2015-06-25,lotto649," 176,679 ",2015-06-27,"$ 10,000,000 "
2015-06-26,bc49," 47,432 ",2015-06-27,"$2,000,000"
2015-06-26,extra," 55,752 ",2015-06-27,"$500,000"
2015-06-26,lotto649," 270,924 ",2015-06-27,"$ 10,000,000 "
2015-06-27,bc49," 86,805 ",2015-06-27,"$2,000,000"
2015-06-27,extra," 67,826 ",2015-06-27,"$500,000"
2015-06-27,lotto649," 403,693 ",2015-06-27,"$ 10,000,000 "
2015-06-28,bc49," 23,215 ",2015-07-01,"$2,000,000"
2015-06-28,extra," 26,223 ",2015-07-01,"$500,000"
2015-06-28,lotto649," 119,999 ",2015-07-01,"$ 13,000,000 "
2015-06-29,bc49," 33,810 ",2015-07-01,"$2,000,000"
2015-06-29,extra," 35,345 ",2015-07-01,"$500,000"
2015-06-29,lotto649," 182,596 ",2015-07-01,"$ 13,000,000 "
2015-06-30,bc49," 53,288 ",2015-07-01,"$2,000,000"
2015-06-30,extra," 52,068 ",2015-07-01,"$500,000"
2015-06-30,lotto649," 292,478 ",2015-07-01,"$ 13,000,000 "
2015-07-01,bc49," 71,097 ",2015-07-01,"$2,000,000"
2015-07-01,extra," 59,312 ",2015-07-01,"$500,000"
2015-07-01,lotto649," 364,113 ",2015-07-01,"$ 13,000,000 "
2015-07-02,bc49," 33,088 ",2015-07-04,"$2,000,000"
2015-07-02,extra," 39,163 ",2015-07-04,"$500,000"
2015-07-02,lotto649," 195,697 ",2015-07-04,"$ 17,000,000 "
2015-07-03,bc49," 48,925 ",2015-07-04,"$2,000,000"
2015-07-03,extra," 59,303 ",2015-07-04,"$500,000"
2015-07-03,lotto649," 307,068 ",2015-07-04,"$ 17,000,000 "
2015-07-04,bc49," 89,982 ",2015-07-04,"$2,000,000"
2015-07-04,extra," 72,146 ",2015-07-04,"$500,000"
2015-07-04,lotto649," 461,991 ",2015-07-04,"$ 17,000,000 "
2015-07-05,bc49," 23,050 ",2015-07-08,"$2,000,000"
2015-07-05,extra," 27,516 ",2015-07-08,"$500,000"
